compound_name,inchikey,molecule_chembl_id,activity_id,assay_chembl_id,assay_type,assay_description,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,pchembl_value,document_chembl_id
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,1719476,CHEMBL859172,F,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54,CHEMBL364,Plasmodium falciparum,IC50,=,8200.0,nM,5.09,CHEMBL1148505
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,1719477,CHEMBL859173,F,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1,CHEMBL364,Plasmodium falciparum,IC50,=,6500.0,nM,5.19,CHEMBL1148505
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,1933170,CHEMBL891544,F,Antioxidant activity assessed as DPPH radical scavenging activity after 20 min,CHEMBL613712,Radical scavenging activity,IC25,=,7.9,uM,,CHEMBL1146339
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,1933171,CHEMBL891544,F,Antioxidant activity assessed as DPPH radical scavenging activity after 20 min,CHEMBL613712,Radical scavenging activity,pIC25,=,-0.9,,,CHEMBL1146339
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,1933218,CHEMBL891545,F,Antioxidant activity assessed as inhibition of superoxide production by xanthine/xanthine oxidase method,CHEMBL3879801,NON-PROTEIN TARGET,IC25,=,2.7,uM,,CHEMBL1146339
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,1933321,CHEMBL891546,F,Antioxidant activity in BALB/c mouse BM cells assessed as inhibition of ROS production,CHEMBL3879801,NON-PROTEIN TARGET,IC25,=,31.0,uM,,CHEMBL1146339
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,1933322,CHEMBL891546,F,Antioxidant activity in BALB/c mouse BM cells assessed as inhibition of ROS production,CHEMBL3879801,NON-PROTEIN TARGET,pIC25,=,-1.49,,,CHEMBL1146339
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,1963779,CHEMBL897015,B,Inhibition of CDK2,CHEMBL301,Cyclin-dependent kinase 2,IC50,=,5000.0,nM,5.30,CHEMBL1148833
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2046498,CHEMBL924094,B,Inhibition of 12-hLO,CHEMBL3687,Polyunsaturated fatty acid lipoxygenase ALOX12,IC50,=,950.0,nM,6.02,CHEMBL1140486
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2046548,CHEMBL924095,B,Inhibition of 15-hLO1,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,IC50,=,1400.0,nM,5.85,CHEMBL1140486
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2046572,CHEMBL924096,B,Selectivity for 12h-LO over 15-hLO,CHEMBL612545,Unchecked,Ratio IC50,=,1.5,,,CHEMBL1140486
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2046619,CHEMBL924097,B,Inhibition of 15-hLO2,CHEMBL2457,Polyunsaturated fatty acid lipoxygenase ALOX15B,IC50,>,100000.0,nM,,CHEMBL1140486
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2046640,CHEMBL924098,B,Reductive inhibition of 15-hLO1,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Activity,,,,,CHEMBL1140486
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2054435,CHEMBL924927,F,Inhibition of HIV1 replication,CHEMBL378,Human immunodeficiency virus 1,EC50,<,100000.0,nM,,CHEMBL1140603
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2057565,CHEMBL926333,B,Inhibition of PIM1 kinase,CHEMBL2147,Serine/threonine-protein kinase pim-1,-Log IC50,=,0.07,uM,,CHEMBL1141253
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2089134,CHEMBL945864,A,Cytotoxicity against human MDA-MB-435 cells at 10 uM after 96 hrs by MTT assay,CHEMBL614697,MDA-MB-435,Activity,,,,,CHEMBL1142305
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2174371,CHEMBL1017497,B,Inhibition of bovine thymus p56LCK-catalyzed phosphorylation of angiotensin 1 by SDS-PAGE,CHEMBL612545,Unchecked,IC50,=,4.0,ug.mL-1,,CHEMBL1158989
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2174865,CHEMBL1020942,B,Inhibition of beef heart mitochondrial NADH oxidase assessed as specific activity at 0.35 mM preincubated for 15 mins relative to control,CHEMBL612545,Unchecked,Activity,=,8.3,%,,CHEMBL1150720
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2174883,CHEMBL1020943,B,Inhibition of beef heart mitochondrial succinoxidase assessed as specific activity at 0.35 mM preincubated for 15 mins relative to control,CHEMBL612545,Unchecked,Activity,=,9.6,%,,CHEMBL1150720
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2174901,CHEMBL1020945,B,Inhibition of rat liver mitochondrial ATPase assessed as specific activity at 0.42 mM relative to control,CHEMBL612545,Unchecked,Activity,=,17.2,%,,CHEMBL1150720
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2174915,CHEMBL1020946,B,Inhibition of beef heart mitochondrial NADH oxidase assessed per mg of protein,CHEMBL612545,Unchecked,IC50,=,15.0,nM,7.82,CHEMBL1150720
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2174922,CHEMBL1020947,B,Inhibition of beef heart mitochondrial succinoxidase assessed per mg of protein,CHEMBL612545,Unchecked,IC50,=,45.0,nM,7.35,CHEMBL1150720
Fisetin,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CHEMBL31574,2174927,CHEMBL1020944,B,Inhibition of rat liver mitochondrial ATPase assessed per mg of protein,CHEMBL612545,Unchecked,IC50,=,480.0,nM,6.32,CHEMBL1150720
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,121111,CHEMBL779287,F,Rise in the blood glucose level after 0 min following 100 mg/kg oral dose in fasted nondiabetic rats,CHEMBL376,Rattus norvegicus,Glucose rise,=,68.0,mg dl-1,,CHEMBL1124586
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,121112,CHEMBL786942,F,Rise in the blood glucose level after 30 min following 100 mg/kg oral dose in fasted nondiabetic rats,CHEMBL376,Rattus norvegicus,Glucose rise,=,113.0,mg dl-1,,CHEMBL1124586
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,121113,CHEMBL878095,F,Rise in the glucose level 100 mg/kg oral dose in fasted nondiabetic rats,CHEMBL376,Rattus norvegicus,Glucose rise,=,45.0,mg dl-1,,CHEMBL1124586
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,121114,CHEMBL879356,F,"Percent inhibition of glucose rise, following 100 mg/kg oral dose in fasted nondiabetic rats",CHEMBL376,Rattus norvegicus,Inhibition,=,41.0,%,,CHEMBL1124586
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,165801,CHEMBL721896,F,Hypoglycemic effect of compound 1 hr after subcutaneous administration of 20 mg/kg dose in alloxanized mice and expressed as percent of initial blood glucose level,CHEMBL375,Mus musculus,BGL,=,86.0,%,,CHEMBL1128586
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,165802,CHEMBL722420,F,Hypoglycemic effect of compound 1 hr after subcutaneous administration of a 20 mg/kg dose in alloxanized mice and expressed as hypoglycemic activity ratio (hAR) taking metformin as standard,CHEMBL375,Mus musculus,HAR,=,1.0,,,CHEMBL1128586
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1076439,CHEMBL735708,F,Plasma glucose after treatment in obese ob/ob mice at 50 mg/kg (po),CHEMBL375,Mus musculus,Glucose level,=,253.0,mg dl-1,,CHEMBL1126776
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1076440,CHEMBL735706,F,Plasma glucose after treatment in obese ob/ob mice at 200 mg/kg (po),CHEMBL375,Mus musculus,Glucose level,=,208.0,mg dl-1,,CHEMBL1126776
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1216915,CHEMBL786958,F,Evolution of glycemia 2 hr after first administration at the dose of 200 mg/kg in rat,CHEMBL376,Rattus norvegicus,Glyceamia evolution,=,-24.0,%,,CHEMBL1134855
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1216916,CHEMBL786960,F,Evolution of glycemia 2 hr after the last administration for 4 days chronic treatment at the dose of 200 mg/kg in rat,CHEMBL376,Rattus norvegicus,Glyceamia evolution,=,-24.0,%,,CHEMBL1134855
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1406259,CHEMBL851908,A,Permeability Coefficient in Caco-2 cell culture model,CHEMBL612558,ADMET,Papp,=,0.66,cm/s * 10E6,,CHEMBL1145178
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1406260,CHEMBL851907,A,Permeability Coefficient in 2/4/A1 cell model,CHEMBL612558,ADMET,Papp,=,20.0,cm/s * 10E6,,CHEMBL1145178
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1406261,CHEMBL851909,A,Permeability Coefficient in hexadecane membranes model,CHEMBL612558,ADMET,Papp,=,0.51,cm/s * 10E6,,CHEMBL1145178
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1406262,CHEMBL826140,A,Percentage of mass balance in hexadecane membranes model,CHEMBL612558,ADMET,Papp,=,115.0,cm/s * 10E6,,CHEMBL1145178
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1406263,CHEMBL840340,A,Fraction absorbed in human intestine after oral administration compound was measured,CHEMBL612558,ADMET,FA,=,55.0,%,,CHEMBL1145178
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1499386,CHEMBL837917,F,Percent fall in blood glucose level in male Sprague-Dawley rats when at 100 mg/kg dose was calculated by AUC method,CHEMBL376,Rattus norvegicus,Activity,=,12.9,%,,CHEMBL1143540
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1717437,CHEMBL853193,F,Antihyperglycemic activity in sucrose-loaded Sprague-Dawley rat at 100 mg/kg,CHEMBL376,Rattus norvegicus,Activity,=,12.9,%,,CHEMBL1147707
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1717453,CHEMBL853194,F,Antihyperglycemic activity in sucrose charged streptozotocin-induced beta cell damaged diabetic Sprague-Dawley rat at 100 mg/kg,CHEMBL376,Rattus norvegicus,Activity,=,19.1,%,,CHEMBL1147707
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1815018,CHEMBL908487,F,"Inhibition of increase in serum glucose level in sucrose-loaded Wistar rat at 125 mg/kg, po after 0.5 hrs",CHEMBL376,Rattus norvegicus,Activity,=,134.8,mg/dl,,CHEMBL1141378
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1815019,CHEMBL908488,F,"Inhibition of increase in serum glucose level in sucrose-loaded Wistar rat at 125 mg/kg, po after 1 hr",CHEMBL376,Rattus norvegicus,Activity,=,136.0,mg/dl,,CHEMBL1141378
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1815020,CHEMBL908489,F,"Inhibition of increase in serum glucose level in sucrose-loaded Wistar rat at 125 mg/kg, po after 2 hrs",CHEMBL376,Rattus norvegicus,Activity,=,115.5,mg/dl,,CHEMBL1141378
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1815021,CHEMBL908490,F,"Inhibition of increase in serum glucose level in sucrose-loaded Wistar rat at 250 mg/kg, po after 0.5 hrs",CHEMBL376,Rattus norvegicus,Activity,=,124.1,mg/dl,,CHEMBL1141378
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1815022,CHEMBL908491,F,"Inhibition of increase in serum glucose level in sucrose-loaded Wistar rat at 250 mg/kg, po after 1 hr",CHEMBL376,Rattus norvegicus,Activity,=,116.3,mg/dl,,CHEMBL1141378
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1815023,CHEMBL908492,F,"Inhibition of increase in serum glucose level in sucrose-loaded Wistar rat at 250 mg/kg, po after 2 hrs",CHEMBL376,Rattus norvegicus,Activity,=,126.4,mg/dl,,CHEMBL1141378
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1815024,CHEMBL908493,F,"Inhibition of increase in serum glucose level in sucrose-loaded Wistar rat at 500 mg/kg, po after 0.5 hrs",CHEMBL376,Rattus norvegicus,Activity,=,113.1,mg/dl,,CHEMBL1141378
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1815025,CHEMBL908494,F,"Inhibition of increase in serum glucose level in sucrose-loaded Wistar rat at 500 mg/kg, po after 1 hr",CHEMBL376,Rattus norvegicus,Activity,=,105.6,mg/dl,,CHEMBL1141378
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1815026,CHEMBL908495,F,"Inhibition of increase in serum glucose level in sucrose-loaded Wistar rat at 500 mg/kg, po after 2 hrs",CHEMBL376,Rattus norvegicus,Activity,=,119.8,mg/dl,,CHEMBL1141378
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1897344,CHEMBL887571,F,"Antihyperglycemic activity in STZ-induced diabetic Sprague-Dawley rat assessed as decrease in blood glucose at 100 mg/kg, po after 180 mins relative to control",CHEMBL376,Rattus norvegicus,Activity,=,18.7,%,,CHEMBL1144629
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1897356,CHEMBL887569,F,"Antihyperglycemic activity in STZ-induced diabetic Sprague-Dawley rat assessed as decrease in blood glucose at 100 mg/kg, po after 90 mins relative to control",CHEMBL376,Rattus norvegicus,Activity,=,24.5,%,,CHEMBL1144629
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1897368,CHEMBL887567,F,"Antihyperglycemic activity in STZ-induced diabetic Sprague-Dawley rat assessed as decrease in blood glucose at 100 mg/kg, po after 30 mins relative to control",CHEMBL376,Rattus norvegicus,Activity,=,15.9,%,,CHEMBL1144629
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1897380,CHEMBL887570,F,"Antihyperglycemic activity in STZ-induced diabetic Sprague-Dawley rat assessed as decrease in blood glucose at 100 mg/kg, po after 120 mins relative to control",CHEMBL376,Rattus norvegicus,Activity,=,29.2,%,,CHEMBL1144629
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1897392,CHEMBL887568,F,"Antihyperglycemic activity in STZ-induced diabetic Sprague-Dawley rat assessed as decrease in blood glucose at 100 mg/kg, po after 60 mins relative to control",CHEMBL376,Rattus norvegicus,Activity,=,18.2,%,,CHEMBL1144629
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1897404,CHEMBL887572,F,"Antihyperglycemic activity in STZ-induced diabetic Sprague-Dawley rat assessed as decrease in blood glucose at 100 mg/kg, po after 240 mins relative to control",CHEMBL376,Rattus norvegicus,Activity,=,21.1,%,,CHEMBL1144629
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1897416,CHEMBL887573,F,"Antihyperglycemic activity in STZ-induced diabetic Sprague-Dawley rat assessed as decrease in blood glucose at 100 mg/kg, po after 5 hrs relative to control",CHEMBL376,Rattus norvegicus,Activity,=,20.7,%,,CHEMBL1144629
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1897428,CHEMBL887574,F,"Antihyperglycemic activity in STZ-induced diabetic Sprague-Dawley rat assessed as decrease in blood glucose at 100 mg/kg, po after 24 hrs relative to control",CHEMBL376,Rattus norvegicus,Activity,=,30.0,%,,CHEMBL1144629
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2014095,CHEMBL902478,F,Antihyperglycemic activity in sucrose loaded model of Sprague-Dawley albino rat assessed as reduction in blood glucose by AUC method,CHEMBL376,Rattus norvegicus,Activity,=,12.9,%,,CHEMBL1138412
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2014111,CHEMBL901475,F,Antihyperglycemic activity in streptozotocin induced diabetic model of Sprague-Dawley albino rat assessed as reduction in blood glucose by AUC method,CHEMBL376,Rattus norvegicus,Activity,=,19.1,%,,CHEMBL1138412
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2018803,CHEMBL902147,F,"Increase in blood glucose levels in Sprague-Dawley Albino rat at 100 mg/kg, po after 24 hrs",CHEMBL376,Rattus norvegicus,Activity,=,26.5,%,,CHEMBL1139088
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2018804,CHEMBL902146,F,"Increase in blood glucose levels in Sprague-Dawley Albino rat at 100 mg/kg, po after 5 hrs",CHEMBL376,Rattus norvegicus,Activity,=,23.5,%,,CHEMBL1139088
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2074598,CHEMBL927861,B,Inhibition of DPP4,CHEMBL284,Dipeptidyl peptidase 4,IC50,=,29000.0,nM,4.54,CHEMBL1140811
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2074606,CHEMBL927864,B,Inhibition of DPP4 upto 3.3 mM,CHEMBL284,Dipeptidyl peptidase 4,Activity,,,,,CHEMBL1140811
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2074607,CHEMBL927865,B,Inhibition of DPP4 at 10 mM,CHEMBL284,Dipeptidyl peptidase 4,Inhibition,=,12.7,%,,CHEMBL1140811
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2074608,CHEMBL927866,B,Inhibition of DPP4 at 30 mM,CHEMBL284,Dipeptidyl peptidase 4,Inhibition,=,21.9,%,,CHEMBL1140811
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2082863,CHEMBL929052,F,"Antihyperglycemic activity in streptozotocin-induced diabetic mouse model assessed as reduction of plasma glucose levels at 100 mg/kg, po after 24 hrs",CHEMBL375,Mus musculus,Activity,=,20.5,%,,CHEMBL1141549
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2082877,CHEMBL929051,F,"Antihyperglycemic activity in streptozotocin-induced diabetic mouse model assessed as reduction of plasma glucose levels at 100 mg/kg, po after 5 hrs",CHEMBL375,Mus musculus,Activity,=,19.1,%,,CHEMBL1141549
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2082878,CHEMBL929050,F,"Antihyperglycemic activity in sucrose loaded diabetic Sprague-Dawley rat model assessed as reduction of plasma glucose levels at 100 mg/kg, po",CHEMBL376,Rattus norvegicus,Activity,=,12.9,%,,CHEMBL1141549
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2274615,CHEMBL961703,F,Antidiabetic activity in po dosed type 2 diabetes mellitus patient assessed as reduction in HbA1C level in liver,CHEMBL372,Homo sapiens,Activity,=,1.0,%,,CHEMBL1153320
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2274616,CHEMBL961704,F,Antidiabetic activity in po dosed type 2 diabetes mellitus patient assessed as reduction in HbA1C level in intestine,CHEMBL372,Homo sapiens,Activity,=,1.0,%,,CHEMBL1153320
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2274617,CHEMBL961705,F,Antidiabetic activity in po dosed type 2 diabetes mellitus patient assessed as reduction in HbA1C level in pancreas,CHEMBL372,Homo sapiens,Activity,=,1.0,%,,CHEMBL1153320
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,2320145,CHEMBL1003538,F,"Antihyperglycemic activity in streptozotocin-induced nonfasted diabetic rat assessed as decrease in blood glucose level at 30 mg/kg, po administered for 3 days measured 1 hr after last dose",CHEMBL376,Rattus norvegicus,Activity,=,48.0,%,,CHEMBL1146404
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,91189,CHEMBL814692,F,Inhibition of [3H]-putrescine transport by the compound was evaluated in T-47D human breast cancer cells; ND is not determined,CHEMBL614361,T47D,Ki,,,nM,,CHEMBL1132126
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,91190,CHEMBL814693,F,Inhibition of [3H]spermidine transport by the compound was evaluated in T-47D human breast cancer cells,CHEMBL614361,T47D,Ki,=,4400.0,nM,5.36,CHEMBL1132126
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,91191,CHEMBL814696,F,Inhibition of [3H]spermine transport by the compound was evaluated in T-47D human breast cancer cells; ND is not determined,CHEMBL614361,T47D,Ki,,,nM,,CHEMBL1132126
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,204704,CHEMBL672250,F,Concentration required for half maximum rate of enhanced [3H]DHS uptake in Escherichia coli K12,CHEMBL612558,ADMET,C50,>,50.0,uM,,CHEMBL1123673
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,204705,CHEMBL670525,F,Estimated rate of [3H]DHS (Dihydrostreptomycin) uptake in Escherichia coli K12 (ATCC 25868) [pmol/min (optical density unit)E-1] at the C50 was determined; NA is not applicable,CHEMBL612558,ADMET,NA,,,,,CHEMBL1123673
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,262981,CHEMBL660982,B,DNA binding affinity (conc to decrease the fluorescence of the ethidium bromide-DNA complex by 50%),CHEMBL345,Nucleic Acid,IC50,=,98000.0,nM,4.01,CHEMBL1134661
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,533695,CHEMBL680531,F,In Vitro Toxicity measured as the conc. required for 50% reduction in SRBabsorbance by F98 glioma cells,CHEMBL612545,Unchecked,IC50,>,100000.0,nM,,CHEMBL1132627
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,533696,CHEMBL660981,B,Concentration required to decrease the fluorescence of the ethidium bromide-calf thymus DNA complex by 50%,CHEMBL345,Nucleic Acid,IC50,=,105000.0,nM,,CHEMBL1132627
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,711135,CHEMBL878767,B,Binding affinity towards polyamine transporter on the L1210 cell surface,CHEMBL612545,Unchecked,Km,=,2460.0,nM,,CHEMBL1145808
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,781390,CHEMBL797484,B,Binding constant for spermine binding to Ribonuclease S (RNA ase) by saturation curve method,CHEMBL612545,Unchecked,Log K,=,5.4,,,CHEMBL1131685
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,896406,CHEMBL707201,F,Inhibition of [3H]spermidine transport into MDA-MB-231 (human breast cancer) cells.,CHEMBL400,MDA-MB-231,Ki,=,113.0,nM,6.95,CHEMBL1134659
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,909997,CHEMBL858612,F,Inhibition of spermidine transport determined in T-47D human breast cancer cells,CHEMBL614361,T47D,Km,=,4400.0,nM,,CHEMBL1145875
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,954927,CHEMBL642645,P,"Macroscopic pKa value at 25 C, ionic strength 1 M",CHEMBL2362975,No relevant target,pK1,=,8.93,,,CHEMBL1129664
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,954928,CHEMBL642651,P,"Macroscopic pKa value at 25 C, ionic strength 1 M",CHEMBL2362975,No relevant target,pK2,=,10.3,,,CHEMBL1129664
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,954929,CHEMBL642657,P,"Macroscopic pKa value at 25 C, ionic strength 1 M",CHEMBL2362975,No relevant target,pK3,=,10.86,,,CHEMBL1129664
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,954930,CHEMBL642644,P,"Macroscopic pKa value at 25 C, ionic strength 0.1 M",CHEMBL2362975,No relevant target,pK1,=,8.15,,,CHEMBL1129664
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,954931,CHEMBL642650,P,"Macroscopic pKa value at 25 C, ionic strength 0.1 M",CHEMBL2362975,No relevant target,pK2,=,9.74,,,CHEMBL1129664
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,954932,CHEMBL642656,P,"Macroscopic pKa value at 25 C, ionic strength 0.1 M",CHEMBL2362975,No relevant target,pK3,=,10.24,,,CHEMBL1129664
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1043991,CHEMBL700020,F,Compound level in DFMO-treated L1210 cells at 0 h,CHEMBL386,L1210,Level,=,1.0,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1043992,CHEMBL700018,F,Compound level in DFMO-treated L1210 cells after 72 h; below detection limits of 0.2 nM/mg,CHEMBL386,L1210,Level,=,,,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1043993,CHEMBL702750,F,Compound level in 72 hr DFMO (5 mM)-treated L1210 cells after exposure to 10 uM spermidine,CHEMBL386,L1210,Level,=,38.0,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1043994,CHEMBL879440,F,Compound level in 72 hr DFMO (5 mM)-treated L1210 cells after exposure to 10 uM 1-methylspermidine; below detection limits of 0.2 nM/mg,CHEMBL386,L1210,Level,=,,,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1043995,CHEMBL700013,F,Compound level in 72 h DFMO (5 mM)-treated L1210 cells after exposure to 10 uM spermine,CHEMBL386,L1210,Level,=,6.4,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1043996,CHEMBL704343,F,Compound level in 72 hr DFMO (5 mM)-treated L1210 cells after exposure to 10 uM 1-methylspermine; below detection limits of 0.2 nM/mg,CHEMBL386,L1210,Level,=,,,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1043997,CHEMBL704334,F,"Compound level in 72 hr DFMO (5 mM)-treated L1210 cells after exposure to 10 uM 1,12-dimethylspermine",CHEMBL386,L1210,Level,=,0.2,nM (mg of protein)-1,,CHEMBL1125378
