compound_name,inchikey,molecule_chembl_id,activity_id,assay_chembl_id,assay_type,assay_description,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,pchembl_value,document_chembl_id
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,29199156,CHEMBL6118436,B,Inhibition of PDE2 (unknown origin) using cAMP/cGMP as substrate preincubated with compound for 30 mins followed by substrate addition and measured after 20 mins by ELISA,CHEMBL2652,"cGMP-dependent 3',5'-cyclic phosphodiesterase",IC50,=,14160.0,nM,4.85,CHEMBL6115015
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,3628765,CHEMBL1614531,F,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Fluorescein Labeled MLL-derived Peptide. (Class of assay: confirmatory) ,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL,Potency,=,39810.7,nM,4.40,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,3862104,CHEMBL1613842,F,PUBCHEM_BIOASSAY: qHTS Assay for Enhancers of SMN2 Splice Variant Expression. (Class of assay: confirmatory) ,CHEMBL1293232,Survival motor neuron protein,Potency,=,7079.5,nM,5.15,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,3920868,CHEMBL1614361,F,PUBCHEM_BIOASSAY: qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor. (Class of assay: confirmatory) ,CHEMBL1963,Thyrotropin receptor,Potency,=,12589.3,nM,4.90,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,4055913,CHEMBL1614421,B,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of Tau Fibril Formation, Thioflavin T Binding. (Class of assay: confirmatory) [Related pubchem assays: 596 ]",CHEMBL1293224,Microtubule-associated protein tau,Potency,=,12589.3,nM,4.90,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,4129754,CHEMBL1614456,F,PUBCHEM_BIOASSAY: qHTS Assay for Identification of Small Molecule Agonists for Hypoxia Response Element Signaling Pathway. (Class of assay: confirmatory) [Related pubchem assays: 915 ],CHEMBL4261,Hypoxia-inducible factor 1-alpha,Potency,=,2511.9,nM,5.60,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,4183876,CHEMBL1614458,F,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1). (Class of assay: confirmatory) [Related pubchem assays: 1030 (qHTS Validation Assay for Inhibitors of aldehyde dehydrogenase 1 (ALDH1A1))],CHEMBL3577,Aldehyde dehydrogenase 1A1,Potency,=,44668.4,nM,4.35,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,4409097,CHEMBL1614234,F,PUBCHEM_BIOASSAY: qHTS Assay for Identifying the Cell-Membrane Permeable IMPase Inhibitors: Potentiation with Lithium. (Class of assay: confirmatory) [Related pubchem assays: 901 ],CHEMBL1293238,Inositol monophosphatase 1,Potency,=,5011.9,nM,5.30,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,4518790,CHEMBL1613803,F,PUBCHEM_BIOASSAY: qHTS Assay for Identification of Small Molecule Antagonists for Hypoxia Response Element Signaling Pathway. (Class of assay: confirmatory) [Related pubchem assays: 914 ],CHEMBL4261,Hypoxia-inducible factor 1-alpha,Potency,=,2511.9,nM,5.60,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,4587097,CHEMBL1614275,F,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Fructose-1,6-bisphosphate Aldolase from Giardia Lamblia. (Class of assay: confirmatory) [Related pubchem assays: 2472, 2464 ]",CHEMBL1293234,Fructose-bisphosphate aldolase,Potency,=,3154.8,nM,5.50,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,4600864,CHEMBL1614275,F,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Fructose-1,6-bisphosphate Aldolase from Giardia Lamblia. (Class of assay: confirmatory) [Related pubchem assays: 2472, 2464 ]",CHEMBL1293234,Fructose-bisphosphate aldolase,Potency,=,9976.3,nM,5.00,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,4860579,CHEMBL1614213,F,PUBCHEM_BIOASSAY: qHTS Assay for Identifying the Cell-Membrane Permeable IMPase Inhibitors. (Class of assay: confirmatory) ,CHEMBL1293238,Inositol monophosphatase 1,Potency,=,15848.9,nM,4.80,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,4965796,CHEMBL1614110,A,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2D6. (Class of assay: confirmatory) [Related pubchem assays: 410 ],CHEMBL289,Cytochrome P450 2D6,Potency,=,2511.9,nM,5.60,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,4981662,CHEMBL1614108,A,PUBCHEM_BIOASSAY: qHTS Assay for Activators of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],CHEMBL340,Cytochrome P450 3A4,Potency,=,12589.3,nM,4.90,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,5050689,CHEMBL1613886,A,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],CHEMBL340,Cytochrome P450 3A4,Potency,=,12589.3,nM,4.90,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,5218992,CHEMBL1676103,B,Inhibition of human ERG,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,IC50,=,66069.34,nM,4.18,CHEMBL1671772
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,5986565,CHEMBL1613933,B,"PUBCHEM_BIOASSAY: qHTS Assay for Compounds Blocking the Interaction Between CBF-beta and RUNX1 for the Treatment of Acute Myeloid Leukemia. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1484, AID504370, AID504374, AID504375]",CHEMBL2093862,Runt-related transcription factor 1/Core-binding factor subunit beta,Potency,,39810.7,nM,,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,5987156,CHEMBL1741321,F,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2d6 Compounds with AC50 equal or less than 10 uM are considered active,CHEMBL289,Cytochrome P450 2D6,AC50,=,2511.89,nM,5.60,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,5990688,CHEMBL1741325,F,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,CHEMBL3397,Cytochrome P450 2C9,AC50,,,,,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,6011998,CHEMBL1741322,F,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp1a2 Compounds with AC50 equal or less than 10 uM are considered active,CHEMBL3356,Cytochrome P450 1A2,AC50,=,5011.87,nM,5.30,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,6018256,CHEMBL1741323,F,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c19 Compounds with AC50 equal or less than 10 uM are considered active,CHEMBL3622,Cytochrome P450 2C19,AC50,,,,,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,6070467,CHEMBL1741324,F,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,CHEMBL340,Cytochrome P450 3A4,AC50,=,12589.25,nM,4.90,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,6334878,CHEMBL1819799,F,Antimicrobial activity against Staphylococcus aureus,CHEMBL352,Staphylococcus aureus,MIC,=,150.0,ug.mL-1,,CHEMBL1817627
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,6334879,CHEMBL1819800,F,Antimicrobial activity against wild-type Staphylococcus aureus NCTC8325-4,CHEMBL352,Staphylococcus aureus,MIC,=,150.0,ug.mL-1,,CHEMBL1817627
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,6334880,CHEMBL1819801,F,Antimicrobial activity against NorA efflux pump overexpressing Staphylococcus aureus K2378,CHEMBL352,Staphylococcus aureus,MIC,=,300.0,ug.mL-1,,CHEMBL1817627
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,6369000,CHEMBL1833732,B,Activation of AMPK in human HepG2 cells assessed as increase in AMPK phosphorylation at 1 to 20 uM after 30 mins by Western blotting,CHEMBL2096907,"AMP-activated protein kinase, AMPK",Activity,,,,,CHEMBL1828565
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,6692438,CHEMBL1794345,F,"PUBCHEM_BIOASSAY: Primary qHTS for delayed death inhibitors of the malarial parasite plastid, 96 hour incubation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488745, AID488752, AID488774, AID504848, AID504850]",CHEMBL364,Plasmodium falciparum,Potency,,33.8,nM,,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7098706,CHEMBL1794580,F,"PUBCHEM_BIOASSAY: Primary qHTS for delayed death inhibitors of the malarial parasite plastid, 48 hour incubation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488752, AID488774, AID504848, AID504850]",CHEMBL364,Plasmodium falciparum,Potency,,338.1,nM,,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7561495,CHEMBL1794465,F,"PUBCHEM_BIOASSAY: Confirmation screen for delayed death inhibitors of the malarial parasite plastid, 48 hour incubation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504832, AID504834]",CHEMBL612545,Unchecked,Potency,,1122.0,nM,,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7563075,CHEMBL1794469,F,"PUBCHEM_BIOASSAY: Confirmation screen for delayed death inhibitors of the malarial parasite plastid, 96 hour incubation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504832, AID504834]",CHEMBL612545,Unchecked,Potency,,501.2,nM,,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7936981,CHEMBL1918529,B,Inhibition of electric eel AChE using acetylthiocholine chloride substrate as substrate preincubated for 15 mins by Ellman's method,CHEMBL4078,Acetylcholinesterase,IC50,=,374.0,nM,6.43,CHEMBL1914458
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7937007,CHEMBL1918527,B,Inhibition of equine serum BuChE using butyrylthiocholine chloride as substrate preincubated for 15 mins by Ellman's method,CHEMBL5763,Cholinesterase,IC50,=,18200.0,nM,4.74,CHEMBL1914458
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7937033,CHEMBL1918528,B,Selectivity ratio of IC50 for equine serum BuChE to IC50 for electric eel AChE,CHEMBL612545,Unchecked,Ratio IC50,=,48.6,,,CHEMBL1914458
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7937059,CHEMBL1918526,F,Antioxidant activity assessed as trolox equivalent of AAPH-induced peroxyl radical scavenging activity at 0.5 to 10 uM after 10 mins by oxygen radical absorbance capacity-fluorescein assay,CHEMBL2362975,No relevant target,Ratio,=,0.4,,,CHEMBL1914458
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7937072,CHEMBL1918524,B,Inhibition of self-mediated amyloid beta (1 to 42) aggregation at 20 uM after 48 hrs by thioflavin T fluorescence assay,CHEMBL612545,Unchecked,Inhibition,=,36.3,%,,CHEMBL1914458
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7937084,CHEMBL1918523,B,Inhibition of self-mediated amyloid beta (1 to 42) aggregation at 10 uM after 48 hrs by thioflavin T fluorescence assay,CHEMBL612545,Unchecked,Inhibition,=,8.9,%,,CHEMBL1914458
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7937096,CHEMBL1918434,B,Inhibition of self-mediated amyloid beta (1 to 42) aggregation after 48 hrs by thioflavin T fluorescence assay,CHEMBL612545,Unchecked,IC50,,,,,CHEMBL1914458
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7952680,CHEMBL1924977,F,Antiinflammatory activity in mouse RAW264.7 cells assessed as inhibition of LPS-induced nitric oxide production after 24 hrs by griess assay,CHEMBL612557,RAW264.7,IC50,>,30000.0,nM,,CHEMBL1921688
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,7952688,CHEMBL1924978,A,Cytotoxicity against mouse RAW264.7 cells assessed as cell viability at 50 uM after 24 hrs by MTT assay,CHEMBL612557,RAW264.7,Activity,,,,,CHEMBL1921688
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,8031378,CHEMBL1954708,B,Binding affinity to human pre-hsa-mir-155 miRNA assessed as inhibition of dicer-catalysed (33P)-labelled pre-miRNA processing at 1 mM after 1 hr by PAGE analysis,CHEMBL345,Nucleic Acid,Inhibition,,,%,,CHEMBL1949550
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,8041610,CHEMBL1954604,B,Binding affinity to human telomeric G-quadruplex DNA at 200 uM after 1 hr by ESI-TOF-MS analysis,CHEMBL345,Nucleic Acid,Activity,=,58.9,%,,CHEMBL1949616
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,8055536,CHEMBL1958529,B,Inhibition of telomerase,CHEMBL2916,Telomerase reverse transcriptase,IC50,=,37000.0,nM,4.43,CHEMBL1955734
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,9004364,CHEMBL1964055,F,PUBCHEM_BIOASSAY: S16 Schwann cell PMP22 intronic element beta-lactamase assay. (Class of assay: confirmatory) ,CHEMBL2007624,Peripheral myelin protein 22,Potency,,7937.3,nM,,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,9342516,CHEMBL1964081,F,PUBCHEM_BIOASSAY: S16 Schwann cell PMP22 intronic element firefly luciferase assay. (Class of assay: confirmatory) ,CHEMBL2007624,Peripheral myelin protein 22,Potency,,4547.9,nM,,CHEMBL1201862
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,10850864,CHEMBL2020020,F,Antiparasitic activity against Toxoplasma gondii ATCC 50839 infected in human fibroblasts assessed as inhibition of replication of tachyzoites after 4 days by bacterial beta-galactosidase assay,CHEMBL612888,Toxoplasma gondii,ID50,=,0.58,uM,,CHEMBL2016442
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,10850877,CHEMBL2020021,A,Cytotoxicity against human fibroblasts assessed as cell viability by microplate reader,CHEMBL612558,ADMET,TD50,=,0.85,uM,,CHEMBL2016442
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,10850890,CHEMBL2020022,A,"Therapeutic index, ratio of TD50 for human fibroblast cell to ID 50 for Toxoplasma gondii ATCC 50839",CHEMBL612558,ADMET,TI,=,1.5,,,CHEMBL2016442
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,10850903,CHEMBL2020023,F,Ratio of trimethoprim ID50 to compound ID50 for Toxoplasma gondii ATCC 50839,CHEMBL612888,Toxoplasma gondii,Ratio,=,30.0,,,CHEMBL2016442
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,10866598,CHEMBL2025880,B,Inhibition of electric eel AChE using acetylcholine as substrate by Ellman's method,CHEMBL4078,Acetylcholinesterase,IC50,=,374.0,nM,6.43,CHEMBL2021783
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,10866618,CHEMBL2025881,B,Inhibition of equine serum BuChE using butyrylcholine as substrate by Ellman's method,CHEMBL5763,Cholinesterase,IC50,=,18200.0,nM,4.74,CHEMBL2021783
Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,CHEMBL295124,10866638,CHEMBL2025882,B,Selectivity ratio of IC50 for equine serum BuChE to IC50 for electric eel AChE,CHEMBL612545,Unchecked,Ratio IC50,=,48.6,,,CHEMBL2021783
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,145840,CHEMBL873207,B,Inhibition of 3'- processing activity of HIV-1 integrase,CHEMBL3471,Human immunodeficiency virus type 1 integrase,IC50,=,150000.0,nM,,CHEMBL1130151
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,145841,CHEMBL701113,B,Inhibition of strand transfer activity of HIV-1 integrase,CHEMBL3471,Human immunodeficiency virus type 1 integrase,IC50,=,140000.0,nM,,CHEMBL1130151
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,466582,CHEMBL702428,B,Compound concentration required to reduce HIV-1 Integrase 3'-processing activity by 50%,CHEMBL3471,Human immunodeficiency virus type 1 integrase,IC50,=,30000.0,nM,4.52,CHEMBL1131129
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,466583,CHEMBL715022,F,Compound concentration required to reduce the exponential growth of MT-4 cells by 50%,CHEMBL388,MT4,CC50,=,7400.0,nM,,CHEMBL1131129
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,466584,CHEMBL702983,F,Compound concentration required to reduce the exponential growth of KB cells by 50%,CHEMBL398,KB,CC50,=,16000.0,nM,,CHEMBL1131129
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,466585,CHEMBL702437,F,Fold increase in protein-linked DNA breaks (PLDB) with respect to untreated controls.,CHEMBL612558,ADMET,Fold increase,=,1.0,,,CHEMBL1131129
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,729899,CHEMBL649827,F,Inhibition of lung metastasis of B16 melanoma cells in mice after 20 mg/kg po administration of the compound,CHEMBL381,B16,Inhibition,=,87.0,%,,CHEMBL1136494
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,781473,CHEMBL702429,B,Inhibitory activity against HIV-1 integrase,CHEMBL3471,Human immunodeficiency virus type 1 integrase,IC50,=,57500.0,nM,4.24,CHEMBL1133281
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,800819,CHEMBL757572,F,"Evaluated for neuronal cell protectivity against beta-amyloid (25,35) insult towards PC12 rat pheochromocytoma cell",CHEMBL612556,PC-12,ED50,=,7.1,ug ml-1,,CHEMBL1133965
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,800820,CHEMBL700684,F,"Evaluated for neuronal cell protectivity against beta-amyloid (25,35) insult towards IMR-32 human neuroblastoma cell",CHEMBL614585,IMR-32,ED50,=,7.4,ug ml-1,,CHEMBL1133965
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1019241,CHEMBL857173,B,Inhibitory activity against HIV-1 Integrase (HIV-1-IN),CHEMBL3471,Human immunodeficiency virus type 1 integrase,IC50,=,30199.52,nM,4.52,CHEMBL1135718
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1152170,CHEMBL743183,F,In vivo inhibitory activity on the increase of serum GPT induced by D-GalN / LPS (liver injury) in mice at 50 mg/kg peroral administration,CHEMBL375,Mus musculus,Inhibition,=,71.2,%,,CHEMBL1130745
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1152171,CHEMBL741457,F,In vivo inhibitory activity on the increase of serum GOT induced by D-GalN / LPS (liver injury) in mice at 50 mg/kg peroral administration,CHEMBL375,Mus musculus,Inhibition,=,63.4,%,,CHEMBL1130745
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1152172,CHEMBL787068,F,In vitro hepatocytotoxicity induced by D-GalN in primary cultured rat hepatocytes at a concentration of 10e-4 M,CHEMBL376,Rattus norvegicus,Inhibition,=,-44.3,%,,CHEMBL1130745
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1152173,CHEMBL876984,F,In vitro inhibitory activity on the production of nitric oxide (NO) induced by LPS in mouse peritoneal macrophages at a concentration of 10e-4 M,CHEMBL375,Mus musculus,Inhibition,=,98.8,%,,CHEMBL1130745
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1293509,CHEMBL757571,F,Effective dose to protect PC12 cells from beta-Amyloid (BA) insult was determined using MTT reduction assay,CHEMBL612556,PC-12,ED50,=,17.1,uM,,CHEMBL1147607
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1293510,CHEMBL877917,F,Effective dose to protect IMR-32 cells from beta-Amyloid (BA) insult was determined using MTT reduction assay,CHEMBL614585,IMR-32,ED50,=,23.9,uM,,CHEMBL1147607
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1420641,CHEMBL834728,F,Inhibitory concentration against human umbilical vein endothelial cells(HUVEC) growth,CHEMBL613979,HUVEC,IC50,=,10.84,ug.mL-1,,CHEMBL1142785
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1429669,CHEMBL834024,B,Percent inhibition against Prostaglandin G/H synthase 1 from ram seminal vesicles at 100 uM,CHEMBL2949,Prostaglandin G/H synthase 1,Inhibition,=,80.5,%,,CHEMBL1141914
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1429670,CHEMBL834029,B,Percent inhibition against Prostaglandin G/H synthase 2 from sheep placenta at 100 uM,CHEMBL4102,Prostaglandin G/H synthase 2,Inhibition,=,35.0,%,,CHEMBL1141914
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1429671,CHEMBL830626,F,Anti-inflammatory activity in rat paw edema assay at 75 mg/kg,CHEMBL2977,Prostaglandin G/H synthase 2,Inhibition,=,61.4,%,,CHEMBL1141914
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1429698,CHEMBL825457,F,Anti-oxidant activity in DPPH radicak scavenging assay; n=3-4,CHEMBL230,Prostaglandin G/H synthase 2,IC50,=,11060.0,nM,4.96,CHEMBL1141914
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1480864,CHEMBL874352,F,Compound (10 uM) tested for percent inhibition of c-radiation induced lipid peroxidation in rat liver microsomes; Range 80-60%,CHEMBL376,Rattus norvegicus,Inhibition,=,80.0,%,,CHEMBL1145267
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1480865,CHEMBL825092,F,Compound tested for percent viability of human MCF-7 cell line at 1 mg/mL concentration after 24 hrs by MTT method,CHEMBL387,MCF7,Viability,=,64.0,%,,CHEMBL1145267
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1745455,CHEMBL866631,F,Cytotoxicity against human LNCaP cell line,CHEMBL612518,LNCaP,IC50,=,3800.0,nM,5.42,CHEMBL1138035
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1745457,CHEMBL866629,F,Cytotoxicity against human PC3 cell line,CHEMBL390,PC-3,IC50,=,7700.0,nM,5.11,CHEMBL1138035
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1773962,CHEMBL907197,B,Displacement of [125I]IMSB from beta amyloid protein 40,CHEMBL2487,Amyloid-beta precursor protein,Ki,=,0.208,nM,9.68,CHEMBL1137373
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1777335,CHEMBL908286,A,Increase in bioavailability in human in presence of piperine after 45 mins,CHEMBL372,Homo sapiens,Bioavailability Increase,=,2000.0,%,,CHEMBL1137373
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1777336,CHEMBL908287,A,Increase in bioavailability in rat in presence of piperine at 1 to 2 hrs,CHEMBL376,Rattus norvegicus,Bioavailability Increase,=,154.0,%,,CHEMBL1137373
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1780127,CHEMBL911242,F,Inhibition of HAT in human U937 cells at 50 uM,CHEMBL612794,U-937,Activity,=,17.5,%,,CHEMBL1137341
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1820784,CHEMBL919885,B,Inhibition of Aspergillus nidulans recombinant GST-RmtA expressed in BL21 cells,CHEMBL1075069,RmtA,IC50,=,1100000.0,nM,,CHEMBL1142956
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1820844,CHEMBL919884,B,Inhibition of human recombinant GST-PRMT1 expressed in BL21 cells,CHEMBL5524,Protein arginine N-methyltransferase 1,IC50,=,1070000.0,nM,,CHEMBL1142956
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1832024,CHEMBL904249,B,Inhibition of GST-p300 HAT assessed as histone acetylation,CHEMBL3784,Histone acetyltransferase p300,IC50,>,400000.0,nM,,CHEMBL1142987
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1832909,CHEMBL904262,B,Inhibition of GST-p300 HAT expressed in bacteria assessed as histone acetylation,CHEMBL3784,Histone acetyltransferase p300,Activity,,,,,CHEMBL1142987
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1832910,CHEMBL904261,B,Inhibition of full length GST-p300 expressed in Sf9 cells assessed as histone acetylation,CHEMBL3784,Histone acetyltransferase p300,Activity,,,,,CHEMBL1142987
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835670,CHEMBL917597,F,Antimalarial activity against chloroquine-susceptible Plasmodium falciparum D10,CHEMBL364,Plasmodium falciparum,IC50,=,24690.0,nM,4.61,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835671,CHEMBL917597,F,Antimalarial activity against chloroquine-susceptible Plasmodium falciparum D10,CHEMBL364,Plasmodium falciparum,IC90,=,44450.0,nM,,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835673,CHEMBL917598,F,Antimalarial activity against chloroquine-susceptible Plasmodium falciparum D10,CHEMBL364,Plasmodium falciparum,IC50,=,22930.0,nM,4.64,CHEMBL1142205
